shadjamam|షడ్జమం  
bhramarakokila|భ్రమరకోకిల 
vasan|వాసన్ 
natyabhusani|నాట్యభుసాని 
mangalanayaki|మంగళనాయకి
mahurim| మహూరిమ్ 
ganapriya|గానప్రియ
ksoni|కాసోని 
madhujhankari|మధుజంకరి
simili|సిమిలి 
pirangala|పిరంగల 
salilapriya|సలీలప్రియ 
ratnapurna| రత్నపూర్ణ 
bhramarakusumam|భ్రమరకుసుమం 
tatakatanmalai|తతకతమన్మలై 
deshavaram|దేశవరం 
mayuran|మయూరన్ 
balabhi|బలభి 
salavibangala|సలవిబంగాళ 
rajamandari|రాజమందరి
madhyamadisarang|మధ్యమదిసారంగ్ 
kokilabhasini|కోకిలభాసిని 
dhauri|ధౌరి
tripadaka|త్రిపదక 
ambikeya|అంబికేయ
devamalavi|దేవమాలవి 
bhuranjani|భురంజని 
sharvari|శర్వరీ 
pulatti| పులట్టి 
kalahamsagamini| కాలహంసగమిని 
navaroj|నవరోజ్ 
shrikamalaveni|శ్రీకమలవేణి 
parvatamanjari|పర్వతమంజరీ 
mamsi|మంసి 
shuddhakannada|శుద్ధాకన్నడ 
salmali|సల్మలీ 
lokadiparam|లోకాదిపారం 
surapunnagam|సురపున్నాగం 
dhurjatipriya|దుర్జాతిప్రియ 
guhapriya|గుహాప్రియ
punjavali|పంజావళి 
indranilam|ఇంద్రనీలం 
pratimadhyamavati|ప్రతిమధ్యమావతి 
pragjnavati|ప్రగ్జ్ఞావతి 
budhamanohari|బుధమనోహారి 
kuceshaya|కుచేశాయ 
mukurangi|ముకురంగి 
ishvaracaram|ఈశ్వరచారం 
vasanta|వసంత 
sindhottama|సింధోత్తమ 
kubrapriya|కుబ్రాప్రియ 
kucavahini|కుచవాహిని
sindhumalavi|సింధుమలావి
kalindaja|కాలిన్దజా 
patari|పాటరి 
purya|పూర్యా 
nappinaipriya|నప్పినైప్రియ 
govindanarayani|గోవిందనారాయణి
bhogashikhamani|భోగశిఖామణి 
indusaranganata|ఇందుసారంగనాట 
navukkarashu|నవుక్కరషు 
sonavati|సోనవతి 
sheran|షెరాన్ 
shriekadanta| శ్రిఏకదంత 
shengiluvai| షేన్గిలువై 
suravarali|సురవరాలి 
harinarayani|హరినారాయణి
sugatri|సుగత్రి 
ragakesari|రాగకేసరి 
kridamati| క్రీడమతి 
maghoni|మాఘోని
kancikai|కంచికై 
pancamanata|పంచమానత 
padasapanati|పదసపనతి 
deshisimhaaravam|దేశిసింహారవం 
indubhogi|ఇందుభోగి
navarasaandali|నవరసాందలి 
shirgunan|షిర్గునన్
deshyamukhari|దేశ్యముఖరి 
aryamati|ఆర్యమతి 
kuntaladiparam|కుంతలదీపరం 
jnanappon|జ్ఞానాప్పోన్ 
chayabauli|ఛాయబౌలి 
ayodya|అయోధ్య 
yazhishaiarasu|యజ్హిషాయిరాసు 
shanmukhi|షణ్ముఖి 
tanukirti|తనుకీర్తి 
anila|అనిల
vishwambari|విశ్వంబరి 
candrikadavali|చంద్రికాడవాలి 
vinasukham| వినసుఖం 
kannadapancamam|కన్నడపంచమాం 
aruran| ఆరురన్ 
kadalvannan| కాదల్వన్నన్ 
ma-bharati|మా-భారతి 
shuddhamaruva|శుధ్ధమరువ 
kalantaka| కాలాంతక 
shrivedagiri|శ్రీవేదగిరి
darbarikanada|దర్బరీకనడ 
devakunjari|దేవకుంజరి
nitikala| నీటికల 
megadashri|మేగదాశ్రీ 
lalitangi|లలితాంగి
gangaatarangini|గంగాతరంగిణీ 
gautamam|గౌతమం 
pavanakari|పావనకారి 
vanaspati|వనస్పతి
ramamurti|రామమూర్తి
ayanmalai|అయన్మలై 
bhinnavikrayam|భిన్నవిక్రయం
sakalahastini|సకలాహస్తిని
yagjnapriya|యజ్ఞప్రియా 
pinar|పినర్ 
tiruavvai|తిరుఅవ్వై 
jayaksari|జయక్సరి 
kanakajyotismati|కనకజ్యొతిస్మతి
padmakesari|పద్మకెసరి
gaganambari|గగనంబరి
nagadiparam|నగదిపరం
ayanam|అయనం 
dirghatarangini|దీర్ఘతరంగిణీ 
naksatracudamani| నక్షత్రాచుదమని 
cerakurinji| చేరకురింజి 
devakirnava|దేవకీర్ణవ 
suvarnamukhari|సువర్ణముఖరి
teivai|టీవై
candanagandhi|చందనగంధి 
shuzhi|షూజహి 
dhanashri|ధనశ్రీ 
bhogini|భోగినీ
tandavapriya|తాండవప్రియ
ganamukhari|గానముఖరి 
nagaprabhavali|నాగప్రభావళి 
vaitani|వైతాని 
devamani|దేవమణి
mecamanohari|మెచ్చామనోహరి
sunadavinodini|సునాధవినోదిని 
sudha|సుధ
jnalitam|జ్నలితం 
shrimapati|శ్రీమాపతి 
varnarupini|వర్ణరూపిణి 
karanjani|కరంజని
priyashri|ప్రియశ్రీ
vallipriya|వల్లిప్రియ
bhooshaavati|భూషావతి 
kanakangi|కనకాంగి 
kanakalila|కనకలీల 
serasena|సెరసేన 
amudagandhari|అముదగాంధారి 
sindhughantanam| సింధుఘంటనం 
sharavilambi|శరవిలంబి 
nandimukha|నందిముఖ
apsan|అప్సన్ 
maturanjani|మతురంజని 
mamadevi|మామదేవి 
nagasarasiruham|నాగసరసీరుహమ్ 
sasa|సస 
dharmalaki|ధర్మలకి 
vaisnavi|వైష్ణవి 
shekkal|షెక్కల్ 
candradeshika|చంద్రదేషిక
shaktitarangini| శక్తితరంగిణి 
deshyavali|దేశ్యవలి 
candragandhara|చంద్రగంధర 
satkavita|సత్కవిత 
madhavapriya|మాధవప్రియ
shengalvarai|శెంగల్వరై 
nadabrahma|నాదబ్రహ్మ 
purvamukhari|పూర్వముఖరి 
vasantakannada|వసంతకన్నడ 
kanakadri|కనకాద్రి 
namakkari|నామక్కరీ 
harikedaaragowla|హరికేదారగౌళ 
hamsadiparam|హంసాదిపరం 
marmakesari|మర్మకేసరీ 
haricandrapriya|హరిచంద్రప్రియ 
nagagandharvam|నాగగంధర్వం 
shivantam|శివాంతం 
kusumaraja|కుసుమారాజ 
aravazhiandanan|అరవజ్హిండనన్ 
meghana|మేఘన
tiruambalai|తిరుంబలై 
naksatramala|నక్షత్రమాల 
kesharar|కేశరర్ 
bhinnahorali| భిన్నహోరాలి 
nagamani|నాగమణి 
kanjagana|కంజగన 
aral|అరల్ 
anali|అనాలి 
vandanadharini|వందనాదరిని 
shuddhagaurikriya|శుధ్ధగౌరిక్రియ 
yavapriya|యవప్రియ 
deshyaregupti|దేశ్యారేగుప్తి 
naganilambari|నాగనిలంబరి 
shuddanarayani|శుద్ధనారాయణి 
kirtivijaya|కీర్తివిజయ 
saundarikam| సౌందరికం 
samantamaruva|సామంతమరువ 
shudu|షుడు 
ramagiri|రామగిరి
kumbalamosu|కుంబలమొసు 
tantrilila|తాంత్రిలీల 
vijayasamantam|విజయసామంతం 
jalamanjari|జలమంజరి
toyavegavaahini|తోయవేగవాహిని 
kalyanavasanta|కళ్యాణవసంత 
bhupalaranjani|భూపాలరంజని 
shuddhakriya|శుధ్ధక్రియ 
hindolakapi| హిందోళకపై 
niticandrika|నీతిచంద్రిక 
maruvadhanyasi|మరువధన్యాసి 
sharabhakhandita| శరభఖండిత 
aravindalocana|అరవిందలోచన 
nediyon|నేడియోన్ 
bhanudiparam|భానుడిపరం 
kumudakriya|కుముదక్రియ 
nilamari|నీలమరి 
kunrendi| కుంరేంది 
renavasanta|రెనవసంత 
girvanapadam|గీర్వాణపాదం 
kanjari|కంజరి 
kalidasapriya|కాళిదాసప్రియ 
manoharan|మనోహరన్ 
purvaraushika| పూర్వరఉషిక 
bhramaravardhini|భ్రమరావర్దిని 
bahudarya| బాహుదార్య 
shambhukriya|శంభుక్రియ 
dhavalambari|ధవలంబరి 
dvijakriya|ద్విజక్రియ 
talavyam|తాలవ్యం 
ambalattadi| ఆంబళత్తడి 
pashuncu|పశుంచు 
khamas|ఖమస్ 
ranjani|రంజనీ
svabhu|స్వభు 
ravisindhu|రవిసింధు
simantinipriya|సీమంతినిప్రియ !
bhramarauttari| భ్రమరఉత్తరి 
gomukhi|గోముఖి 
triyambini| త్రియంబిని 
malaharam|మాలాహారం 
ghanta|ఘంటా 
bhrngadhvani|భ్రున్గధ్వని
dvitanandi|ద్వితనండి  
begadasaranga|బేగడసరంగా 
nandalya|నందల్య
shankatti| శాంకట్టి 
sarasvatimanohari|సరస్వతిమనోహరి 
viranayaki| వీరనాయకి 
vandyamukhi|వంద్యముఖి 
dhirashankar|ధీరశంకర్ 
vinavadini| వినవాడిని 
saramati|సారమతి 
sharavati| శరవతీ 
bhrami| భ్రమి 
jarapunjari|జరపుంజరి 
malavagaula| మాళవగౌళ 
shyamalavasantam| శ్యామలవసంతం 
carukesi|చారుకేశి 
kulishapani|కులిశాపాని 
suryajyoti|సూర్యజ్యోతి
rohanakalyani|రోహణకళ్యాణి 
dhairyodari| ధైర్యోదరీ 
hemabhusani| హేమభూసాని 
ratnavari|రత్నవరి 
maricika|మరిచిక 
shuladharini| శూలధారిణి 
maruvagauri| మరువగౌరి 
amrtavarsani|అమృతవర్షని 
kamatadhvajam|కామతధ్వజం 
sarvamangala|సర్వమంగళ
harinata|హరినాట 
nadavarali|నాదవరళి
visnupadi|విష్ణుపది 
viramegham|వీరమేఘం
shrngarini|ష్రన్గారిని 
ananta|అనంత 
dvandotpala| ద్వందోత్పల 
kusumajyotismati|కుసుమజ్యోతిస్మతి 
andhakari|అంధకారి 
nirhari|నిర్హరి
shyamandolana|శ్యమందోళన 
kokilapratapam|కోకిలప్రతాపం 
mecaputri|మేచపుత్రి 
shrikapila|శ్రీకపిల 
salmikam|సల్మీకం 
shadainadam|శడైనడం 
latahitam|లతహితం 
natikaimani| నాటికైమని 
aruvai| ఆరువై 
sarada|శారద
rajatilakam|రాజతిలకం 
uppai|ఉప్పై 
udambidi|ఉదంబిడి 
hemasaranga|హేమసారంగ 
puranakam|పురాణకమ్ 
vipramandara|విప్రమందార 
vanajarini|వనజారిణి 
pashupatipriya| పశుపతిప్రియ 
manavi|మనవి 
godavari|గోదావరి 
andarmadevi|అంధర్మదేవి 
cittamodini|చిత్తమోదిని 
ragacudamani| రాగాచుదామని 
ardhadeshika|అర్ధదేషిక 
pratapanata|ప్రతాపనత 
ragapancamam|రాగపంచమం 
dandapani|దండపాణి 
layamadhya|లయమధ్య 
durudduram|దురుద్దురం 
shilangi|శీలంగి 
mallaru| మల్లరు 
simhadhvani|సింహాధ్వని 
shikhavalam|శిఖావలం 
haiyyangavina|హాయ్యంగవినా 
mangalanal|మంగళనాల్ 
bhramaranarayani|భ్రమరనారాయణి 
mrdani|మృదని 
taladhipan|తలధిపాన్ 
shivakaraka|శివకరక 
talpam|తల్పం 
purvadhanyasi|పూర్వాధన్యాసి 
pratici|ప్రతీచి 
shakuntala|శకుంతల
madarmani|మదర్మని 
risabhavahini|రిషభవాహిని 
shendutti|షెందుట్టి 
pavanavasantam|పావనవసంతం 
urimangi|ఉరిమంగి 
dundubhipriya|దున్దుభిప్రియ 
kumudasahayan|కుముదసహాయన్ 
vagvamukhi|వాగ్వముఖి 
